id,campus,goldribbon,district,county,street,city,zip,lowgrade,highgrade,region,aea,charter,magnet,peg,enrollment,percentafam,percentamindian,percentasian,percenthispanic,percentpacisl,percenttwo,percentwhite,percentecodis,mobilitypct,totalreading,totalmath,r.notmeet.pct,rapproaches,rmeets,r.masters.pct,m.notmeet.pct,mapproaches,mmeets,m.masters.pct,sat.act.part.rate,sat,act,ap.ib.part.rate,ap.ib.above.criterion.rate,nceread,ncemath,avg.growth,eng1.all.cnt.2,eng1.meets.cnt.2,eng2.all.cnt.2,eng2.meets.cnt.2,alg1.all.cnt.2,alg1.meets.cnt.2,w.avg,stud.ach.grade,residuals,camp.perf.score,camp.perf.grade,growth.grade,elem/middle.total.score.33.33.33,high.total.score.25.25.25.25(HS),staterank2018,staterank2017,staterank2016,staterank2015,grade2018,grade2017,grade2016,grade2015,2018 regional rank,2017 regional rank,2016 regional rank,2015 regional rank,level,e.avg(HS),a.avg(HS),g.rate.6yr(HS),g.rate.5yr(HS),g.rate.4yr(HS),g.rate.car(HS),college.rd(HS),college.rd.grade(HS)
101902130,Kujawa El,No,Aldine ISD,HARRIS COUNTY,7007 FALLBROOK DR,HOUSTON,77086,KG,4,4,N,No,Yes,No,1022,33.56%,0.39%,1.57%,61.45%,0.10%,1.27%,1.66%,84.25%,17.6,387,387,32.2997416,67.20%,34.36692506,17.3126615,23.25581395,76.20%,39.79%,18.60465116,NA,N/A,N/A,NA,NA,51.31433868,48.65370178,49.98402023,NA,NA,NA,NA,NA,NA,37.08010336,D,1.798080074,38.87818343,D,D,41.93878824,NA,2644,3612,2175,3312,C-,D-,C,D,551/892,726/878,470/856,470/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101924104,L E Monahan El,No,Sheldon ISD,HARRIS COUNTY,8901 DEEP VALLEY DR,HOUSTON,77044-1528,1,5,4,N,No,No,Yes,632,37.34%,0.00%,0.63%,58.70%,0.00%,0.95%,2.37%,78.32%,12.6,397,397,43.07304786,55.70%,28.2115869,12.59445844,31.23425693,67.50%,32.24%,14.35768262,NA,N/A,N/A,NA,NA,45.37431335,48.5920639,46.98318863,NA,NA,NA,NA,NA,NA,30.22670025,D,-6.11826678,24.10843347,F,F,33.73900134,NA,3656,3568,3366,3211,D-,D-,D-,D,751/892,716/878,711/856,711/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101917116,L F Smith Elementary,No,Pasadena ISD,HARRIS COUNTY,1401 AVE A,SO HOUSTON,77587-3733,EE,5,4,N,No,No,No,701,1.71%,0.00%,0.00%,97.00%,0.00%,0.00%,1.28%,91.30%,12.8,223,224,32.28699552,67.70%,36.32286996,19.28251121,15.625,82.60%,51.34%,24.10714286,NA,N/A,N/A,NA,NA,48.51276016,44.82104111,46.66690064,NA,NA,NA,NA,NA,NA,43.83107783,C,9.415057925,53.24613576,B,F,47.86679004,NA,1890,2534,2332,2996,C+,C,C,D+,401/892,530/878,506/856,506/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
84906111,La Marque El,No,Texas City ISD,GALVESTON COUNTY,1217 VAUTHIER,LA MARQUE,77568,2,4,4,N,No,No,No,604,60.60%,2.65%,0.50%,20.70%,0.00%,2.65%,12.91%,85.43%,0,362,363,59.94475138,40.10%,17.9558011,7.182320442,57.57575758,42.40%,13.77%,3.03030303,NA,N/A,N/A,NA,NA,47.85313034,41.58550262,44.71931648,NA,NA,NA,NA,NA,NA,15.86495289,F,-19.24609694,-3.381144042,F,F,19.04864074,NA,4455,N/A,N/A,N/A,F,N/A,N/A,N/A,886/892,N/A,N/A,N/A,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
84906043,La Marque Middle,No,Texas City ISD,GALVESTON COUNTY,1431 BAYOU RD,LA MARQUE,77568,5,8,4,N,No,No,No,739,63.33%,0.68%,0.00%,23.27%,0.00%,1.49%,11.23%,81.73%,0,734,715,58.85558583,41.10%,15.80381471,4.904632153,59.86013986,40.10%,12.59%,3.776223776,NA,N/A,N/A,NA,NA,41.62382126,42.45045853,42.0371399,NA,NA,NA,NA,17,12,14.19561365,F,-15.91620061,-1.720586959,F,F,18.15255147,NA,2021,N/A,N/A,N/A,F,N/A,N/A,N/A,322/328,N/A,N/A,N/A,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101916103,La Porte El,Yes,La Porte ISD,HARRIS COUNTY,1002 SAN JACINTO,LA PORTE,77571-6496,EE,5,4,N,No,No,No,538,13.01%,1.30%,0.00%,48.51%,0.37%,2.79%,34.01%,75.46%,23.9,244,244,30.73770492,69.30%,43.03278689,22.13114754,11.47540984,88.50%,63.11%,33.60655738,NA,N/A,N/A,NA,NA,48.88792419,53.99892426,51.44342423,NA,NA,NA,NA,NA,NA,53.07377049,B,16.08593864,69.15970913,A,C,57.83440898,NA,880,2510,2646,1764,B,C,C-,B-,215/892,524/878,570/856,570/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101916001,La Porte H S,No,La Porte ISD,HARRIS COUNTY,1002 SAN JACINTO,LA PORTE,77571-6496,9,12,4,N,No,No,No,2217,6.50%,0.45%,1.13%,46.50%,0.05%,2.48%,42.90%,39.38%,13.8,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,48.6,1406 (avg.: 1375),19 (avg.: 20.3),27,32.9,47.0680809,41.1608963,44.1144886,626,281,660,298,425,101,34.39401702,D,-15.53617056,18.85784646,F,F,NA,41.00459922,1083,880,762,870,D,C-,D+,D+,145/191,120/187,110/171,110/171/162,High school,45.02332815,23.76470588,0.830494728,0.84587156,0.811980033,0.84587156,66.65204482,D
101916041,La Porte J H,No,La Porte ISD,HARRIS COUNTY,1002 SAN JACINTO,LA PORTE,77571-6496,7,8,4,N,No,No,Yes,584,9.42%,0.86%,0.86%,41.10%,0.00%,2.40%,45.38%,52.57%,13.4,583,510,23.84219554,76.20%,45.79759863,22.64150943,31.17647059,68.80%,33.73%,7.450980392,NA,N/A,N/A,NA,NA,48.29772949,42.05720901,45.17746925,NA,NA,NA,NA,73,73,39.76154441,C,-1.084714234,38.67683018,C,F,41.164076,NA,1024,1402,1223,1409,C,D+,D,D,192/328,231/316,231/316/302,231/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101907046,Labay Middle,No,Cypress-Fairbanks ISD,HARRIS COUNTY,15435 WILLOW RIVER DR,HOUSTON,77095-1703,6,8,4,N,No,No,No,1280,18.83%,0.47%,8.13%,50.63%,0.00%,2.03%,19.92%,58.83%,10.8,1256,1108,21.97452229,78.00%,47.4522293,22.85031847,20.2166065,79.80%,42.96%,14.07942238,NA,N/A,N/A,NA,NA,49.96920395,52.54674149,51.25797272,NA,NA,NA,NA,152,150,45.20625905,B,7.140541446,52.3468005,B,C,49.55407375,NA,594,368,375,406,B,A-,A-,A-,121/328,88/316,88/316/302,88/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
20905043,Lake Jackson Int,No,Brazosport ISD,BRAZORIA COUNTY,P O DRAWER Z,FREEPORT,77541-1926,7,8,4,N,No,No,No,856,4.67%,0.82%,3.15%,37.03%,0.00%,1.52%,52.80%,33.41%,12.1,843,690,22.30130486,77.70%,45.67022539,21.47093713,26.8115942,73.20%,32.61%,5.362318841,NA,N/A,N/A,NA,NA,47.00434113,49.36731339,48.18582726,NA,NA,NA,NA,154,141,39.13946052,C,-11.3845025,27.75495802,D,D,38.32172185,NA,1215,1181,592,649,C,C-,B,B,224/328,199/316,199/316/302,199/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
79907048,Lake Olympia Middle,No,Fort Bend ISD,FORT BEND COUNTY,3100 LAKE OLYMPIA PKWY,MISSOURI CITY,77459-4324,6,8,4,N,No,No,No,1178,58.49%,0.25%,5.52%,30.98%,0.00%,2.63%,2.12%,55.77%,15.4,1167,1090,33.33333333,66.70%,31.87660668,13.45329906,29.26605505,70.70%,33.12%,9.449541284,NA,N/A,N/A,NA,NA,47.74055481,52.7675209,50.25403786,NA,NA,NA,NA,77,74,32.49793637,D,-6.930599799,25.56733657,D,C,36.07033049,NA,1356,1484,1170,1541,C-,D,D+,F,244/328,244/316,244/316/302,244/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101913102,Lakeland El,No,Humble ISD,HARRIS COUNTY,1500 MONTGOMERY LN,HUMBLE,77338-8043,EE,5,4,N,No,No,Yes,750,31.33%,0.13%,0.13%,59.20%,1.33%,1.47%,6.40%,89.73%,22.5,328,328,42.98780488,56.40%,27.13414634,12.5,36.8902439,62.50%,28.35%,12.19512195,NA,N/A,N/A,NA,NA,46.68290329,34.07868576,40.38079453,NA,NA,NA,NA,NA,NA,27.74390244,F,-6.826209513,20.91769293,F,F,29.65111583,NA,4045,3634,3467,4166,F,D-,D-,F,809/892,728/878,728/856,728/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101913125,Lakeshore El,No,Humble ISD,HARRIS COUNTY,13333 BREAKWATER PATH LN,HOUSTON,77044,EE,5,4,N,No,No,No,1020,19.61%,0.78%,4.31%,33.63%,0.59%,3.33%,37.75%,13.82%,8,487,485,18.68583162,81.30%,54.41478439,33.88090349,17.73195876,82.30%,51.13%,27.83505155,NA,N/A,N/A,NA,NA,53.88365936,47.14126587,50.51246262,NA,NA,NA,NA,NA,NA,52.77440251,B,-15.09655172,37.67785079,D,C,46.9412504,NA,1996,2178,1165,1785,C+,C+,B+,B-,425/892,459/878,281/856,281/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
79907102,Lakeview El,No,Fort Bend ISD,FORT BEND COUNTY,314 LAKEVIEW DR,SUGAR LAND,77498-3010,EE,5,4,N,No,No,No,414,21.50%,0.48%,32.13%,22.46%,0.24%,3.62%,19.57%,40.58%,13.8,228,230,21.05263158,78.90%,50.43859649,28.50877193,20.43478261,79.60%,52.61%,28.26086957,NA,N/A,N/A,NA,NA,51.10559845,53.91485214,52.5102253,NA,NA,NA,NA,NA,NA,51.52364607,B,0.101364343,51.62501041,B,B,51.83440763,NA,1443,1282,855,1180,B-,B+,A-,B+,328/892,301/878,233/856,233/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101921103,Lakewood El,No,Tomball ISD,HARRIS COUNTY,15614 GETTYSBURG,TOMBALL,77377-8609,EE,4,4,N,No,No,No,793,5.80%,0.25%,12.61%,22.70%,0.00%,4.29%,54.35%,17.28%,9.4,336,337,13.98809524,86.00%,61.01190476,42.26190476,8.902077151,91.10%,72.11%,54.30267062,NA,N/A,N/A,NA,NA,53.77872086,51.32743073,52.5530758,NA,NA,NA,NA,NA,NA,66.55936484,A,1.237865298,67.79723014,A,B,62.24092037,NA,552,1112,191,360,B+,A-,A+,A+,145/892,263/878,64/856,64/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
79901001,Lamar Cons H S,No,Lamar CISD,FORT BEND COUNTY,4606 MUSTANG AVE,ROSENBERG,77471-2121,9,12,4,N,No,No,No,1655,26.10%,0.36%,5.14%,51.36%,0.00%,1.81%,15.23%,55.89%,17.4,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,61.1,1379 (avg.: 1375),19.3 (avg.: 20.3),18.8,42.5,47.81365585,46.66023636,47.23694611,561,213,485,186,463,165,36.89123226,C,-5.525375721,31.36585654,D,F,NA,45.32712069,938,732,657,821,C-,C,C,D+,126/191,102/187,99/171,99/171/162,High school,38.14531549,35.63714903,0.811735941,0.7695962,0.705093834,0.811735941,65.81444788,D
170902108,Lamar El,No,Conroe ISD,MONTGOMERY COUNTY,1300 MANY PINES,THE WOODLANDS,77380-1549,EE,4,6,N,No,No,No,723,8.44%,0.55%,9.13%,30.57%,0.69%,4.43%,46.20%,33.33%,21.9,256,256,17.96875,82.00%,59.375,39.84375,19.140625,80.90%,57.42%,35.15625,NA,N/A,N/A,NA,NA,49.00329971,53.21673965,51.11001968,NA,NA,NA,NA,NA,NA,58.3984375,B,3.255057362,61.65349486,B,C,56.99693003,NA,954,526,668,836,B,A,A,A-,227/892,144/878,186/856,186/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101911111,Lamar El,No,Goose Creek CISD,HARRIS COUNTY,P O BOX 30,BAYTOWN,77522-0030,EE,5,4,N,No,No,No,733,13.23%,0.00%,0.55%,74.76%,0.00%,0.68%,10.78%,86.36%,25.6,325,325,32.61538462,67.40%,36,20.61538462,20.30769231,79.70%,47.38%,23.69230769,NA,N/A,N/A,NA,NA,50.88483429,57.04248047,53.96365738,NA,NA,NA,NA,NA,NA,41.69230769,C,6.71092348,48.40323117,C,B,47.97171235,NA,1878,3068,2470,3207,C+,D+,C-,D,400/892,635/878,535/856,535/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912008,Lamar H S,No,Houston ISD,HARRIS COUNTY,3325 WESTHEIMER RD,HOUSTON,77098-1003,9,12,4,N,No,Yes,No,3388,32.91%,0.44%,4.66%,36.10%,0.18%,1.68%,24.03%,47.67%,10.4,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,100,1419 (avg.: 1375),23.2 (avg.: 20.3),56.4,45.8,47.44345474,47.90141678,47.67243576,1013,568,988,556,668,303,50.76559774,B,5.311862051,56.07745979,B,F,NA,58.68004958,436,417,205,186,B-,B+,A-,A,76/191,79/187,50/171,50/171/162,High school,56.17191404,45.35928144,0.869,0.844680851,0.829694323,0.869,80.20470505,A
79901041,Lamar J H,No,Lamar CISD,FORT BEND COUNTY,4814 MUSTANG AVE,ROSENBERG,77471-2136,7,8,4,N,No,No,No,890,24.04%,0.22%,4.27%,56.18%,0.11%,1.24%,13.93%,63.82%,14.8,866,821,29.56120092,70.40%,36.60508083,14.66512702,28.136419,71.90%,41.66%,11.20584653,NA,N/A,N/A,NA,NA,46.50289917,45.68724442,46.0950718,NA,NA,NA,NA,43,41,39.13079864,C,3.233517599,42.36431624,C,F,42.48753216,NA,945,910,518,807,C+,C+,B+,B-,175/328,158/316,158/316/302,158/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101907103,Lamkin El,No,Cypress-Fairbanks ISD,HARRIS COUNTY,11521 TELGE RD,CYPRESS,77429-3386,EE,5,4,N,No,No,No,909,19.25%,0.44%,9.57%,37.18%,0.11%,3.30%,30.14%,56.22%,10.4,463,462,25.2699784,74.70%,49.89200864,28.72570194,15.8008658,84.20%,54.11%,29.004329,NA,N/A,N/A,NA,NA,50.60810089,54.0608902,52.33449555,NA,NA,NA,NA,NA,NA,52.00228138,B,7.881630223,59.8839116,B,B,54.68548928,NA,1145,1145,836,363,B,B+,A-,A+,269/892,269/878,224/856,224/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101903116,Landis El,No,Alief ISD,HARRIS COUNTY,10255 SPICE LN,HOUSTON,77072-5035,EE,4,4,N,No,No,Yes,840,23.93%,1.55%,1.79%,70.12%,0.00%,0.60%,2.02%,93.45%,26.2,281,281,48.7544484,50.20%,21.70818505,9.964412811,40.56939502,59.40%,28.83%,13.87900356,NA,N/A,N/A,NA,NA,45.5879097,44.54123306,45.06457138,NA,NA,NA,NA,NA,NA,25.26690391,F,-8.969510201,16.29739371,F,F,28.84741338,NA,4098,3986,3587,3078,F,F,F,D+,820/892,789/878,750/856,750/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101920041,Landrum Middle,No,Spring Branch ISD,HARRIS COUNTY,2200 RIDGECREST,HOUSTON,77055-1298,5,8,4,N,No,No,Yes,1073,1.58%,0.19%,1.58%,94.04%,0.00%,0.37%,2.24%,82.48%,12.7,1088,985,47.05882353,52.90%,22.42647059,7.904411765,49.23857868,50.80%,19.59%,4.771573604,NA,N/A,N/A,NA,NA,48.52505493,48.36310959,48.44408226,NA,NA,NA,NA,104,65,21.01018961,F,-8.936077136,12.07411247,F,D,27.14895199,NA,1814,1768,1618,1727,D-,F,F,F,293/328,283/316,283/316/302,283/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101907005,Langham Creek H S,No,Cypress-Fairbanks ISD,HARRIS COUNTY,17610 FM 529,HOUSTON,77095-1004,9,12,4,N,No,N/A,No,3211,17.60%,0.28%,9.31%,43.54%,0.03%,2.06%,27.19%,46.62%,9.4,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,100,1503 (avg.: 1375),19.8 (avg.: 20.3),20.9,71.2,52.79759216,52.48936462,52.64347839,829,502,855,541,475,241,56.33635454,B,10.40732138,66.74367593,A,B,NA,63.07825488,300,244,192,219,B,A-,A,A-,62/191,56/187,46/171,46/171/162,High school,61.93586698,50.73684211,0.826030928,0.844147968,0.816617211,0.844147968,76.58951066,B
101912057,Lanier Middle,No,Houston ISD,HARRIS COUNTY,2600 WOODHEAD ST,HOUSTON,77098-1615,6,8,4,N,No,Yes,No,1423,11.52%,0.35%,16.73%,33.87%,0.21%,4.85%,32.47%,26.14%,4.4,1424,1129,5.898876404,94.10%,81.74157303,60.04213483,5.668733392,94.30%,80.69%,50.66430469,NA,N/A,N/A,NA,NA,55.89162827,56.81423187,56.35293007,NA,NA,NA,NA,298,297,81.21622496,A,25.828311,107.044536,A,A,81.4563591,NA,17,7,7,23,A+,A+,A+,A+,6/328,2/316,2/316/302,2/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
79907115,Lantern Lane El,No,Fort Bend ISD,FORT BEND COUNTY,3323 MISSION VALLEY DR,MISSOURI CITY,77459-3740,EE,5,4,N,No,No,Yes,448,65.85%,1.12%,1.56%,23.44%,0.00%,2.68%,5.36%,72.32%,14.6,196,196,40.81632653,59.20%,32.65306122,15.30612245,36.73469388,63.30%,31.12%,12.24489796,NA,N/A,N/A,NA,NA,43.26076508,42.19531631,42.7280407,NA,NA,NA,NA,NA,NA,31.8877551,D,-5.899271798,25.9884833,F,F,33.50122494,NA,3679,3756,3017,2706,D-,D-,D,C-,754/892,751/878,635/856,635/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912192,Lantrip El,No,Houston ISD,HARRIS COUNTY,100 TELEPHONE RD,HOUSTON,77023-1834,EE,5,4,N,No,Yes,No,759,4.87%,0.13%,0.53%,93.41%,0.00%,0.00%,1.05%,81.29%,7.2,322,323,26.39751553,73.60%,50.62111801,28.88198758,21.3622291,78.60%,57.28%,31.26934985,NA,N/A,N/A,NA,NA,52.58138657,56.44884109,54.51511383,NA,NA,NA,NA,NA,NA,53.9483299,B,18.19155907,72.13988897,A,B,60.14090979,NA,691,1014,1530,923,B+,A-,B,A-,173/892,244/878,345/856,345/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
20901112,Laura Ingalls Wilder,No,Alvin ISD,BRAZORIA COUNTY,301 E HOUSE ST,ALVIN,77511-3581,EE,5,4,N,No,No,No,930,28.17%,0.86%,28.60%,19.35%,0.22%,3.01%,19.78%,19.68%,9.7,423,423,13.23877069,86.50%,66.66666667,46.3356974,8.747044917,91.00%,69.27%,45.39007092,NA,N/A,N/A,NA,NA,52.7129364,54.83368683,53.77331162,NA,NA,NA,NA,NA,NA,67.96690307,A,4.349542701,72.31644577,A,B,64.62086793,NA,447,208,158,173,B+,A+,A+,A+,121/892,63/878,53/856,53/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101917137,Laura Welch Bush El,No,Pasadena ISD,HARRIS COUNTY,9100 BLACKHAWK,HOUSTON,77075,EE,4,4,N,No,No,No,730,12.05%,0.00%,9.73%,71.78%,0.41%,0.27%,5.75%,61.10%,9.3,307,307,21.49837134,78.50%,49.51140065,29.31596091,17.58957655,82.40%,52.77%,29.64169381,NA,N/A,N/A,NA,NA,55.29545975,53.160923,54.22819138,NA,NA,NA,NA,NA,NA,51.14006515,B,9.081389103,60.22145425,B,B,55.14137369,NA,1110,2474,2206,1515,B,C,C,B,261/892,517/878,476/856,476/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
84910106,Lavace Stewart El,No,Clear Creek ISD,GALVESTON COUNTY,330 HWY 2094,KEMAH,77565-9801,EE,5,4,N,No,No,No,848,3.18%,0.12%,1.30%,59.55%,0.12%,3.30%,32.43%,55.90%,11.3,344,344,20.05813953,79.90%,54.94186047,29.65116279,17.73255814,82.30%,51.45%,28.48837209,NA,N/A,N/A,NA,NA,46.98776245,45.03553009,46.01164627,NA,NA,NA,NA,NA,NA,53.19767442,B,8.938536423,62.13621084,B,F,53.728062,NA,1247,797,655,601,B,A-,A,A,287/892,198/878,180/856,180/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912263,Law El,No,Houston ISD,HARRIS COUNTY,12401 S COAST DR,HOUSTON,77047-2736,EE,5,4,N,No,No,No,807,62.21%,0.37%,1.24%,33.33%,0.12%,1.36%,1.36%,83.40%,23.5,377,377,57.29442971,42.40%,19.36339523,11.14058355,43.76657825,56.00%,27.06%,10.61007958,NA,N/A,N/A,NA,NA,43.41583252,47.54620361,45.48101807,NA,NA,NA,NA,NA,NA,23.20954907,F,-12.20092966,11.00861941,F,F,26.53982912,NA,4235,4364,3826,3573,F,F,F,D-,840/892,863/878,790/856,790/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
79907006,Lawrence E Elkins H S,No,Fort Bend ISD,FORT BEND COUNTY,7007 KNIGHTS CT,MISSOURI CITY,77459-6111,9,12,4,N,No,N/A,No,2188,35.28%,0.41%,29.20%,15.86%,0.09%,3.38%,15.77%,24.68%,10,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,85.3,1474 (avg.: 1375),21.8 (avg.: 20.3),36.4,70.3,54.07497025,57.49051285,55.78274155,625,412,569,354,386,210,59.27912447,B,-0.013418958,59.26570551,B,A,NA,63.39664606,290,130,221,238,B+,A,A-,A-,60/191,38/187,55/171,55/171/162,High school,64.15410385,54.40414508,0.863402062,0.869971936,0.83546798,0.869971936,79.2590127,A
101912075,Lawson Middle,No,Houston ISD,HARRIS COUNTY,14000 STANCLIFF ST,HOUSTON,77045-5328,6,8,4,N,No,No,Yes,1036,34.75%,0.29%,0.58%,62.64%,0.19%,0.58%,0.97%,80.79%,25.6,1020,942,59.21568627,40.80%,13.92156863,3.921568627,56.36942675,43.60%,14.76%,3.290870488,NA,N/A,N/A,NA,NA,43.71684647,43.01560211,43.36622429,NA,NA,NA,NA,70,54,14.33870363,F,-15.98889916,-1.650195523,F,F,18.66622589,NA,2014,1978,1663,1669,F,F,F,F,320/328,313/316,313/316/302,313/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
84910103,League City El,No,Clear Creek ISD,GALVESTON COUNTY,709 E WILKINS,LEAGUE CITY,77573-4098,EE,5,4,N,No,No,No,609,6.57%,0.49%,2.96%,60.59%,0.00%,2.30%,27.09%,69.13%,18.1,253,252,28.06324111,71.90%,42.29249012,22.52964427,28.17460317,71.80%,30.56%,11.50793651,NA,N/A,N/A,NA,NA,51.8870697,46.45842743,49.17274857,NA,NA,NA,NA,NA,NA,36.42402284,D,-2.344558053,34.07946478,D,D,39.85218665,NA,2926,3599,2210,1831,D+,D-,C,B-,617/892,724/878,479/856,479/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
84910045,League City Int,No,Clear Creek ISD,GALVESTON COUNTY,2588 WEBSTER ST,LEAGUE CITY,77573,6,8,4,N,No,No,No,1108,4.42%,0.27%,8.57%,22.74%,0.09%,4.69%,59.21%,14.89%,7.3,1062,873,9.039548023,91.00%,74.29378531,52.44821092,11.79839633,88.20%,67.12%,40.20618557,NA,N/A,N/A,NA,NA,53.55115509,53.03382111,53.2924881,NA,NA,NA,NA,169,166,70.70932106,A,6.31923415,77.02855521,A,B,66.94311134,NA,109,86,49,26,A,A+,A+,A+,33/328,28/316,28/316/302,28/316/302/314,Middle school,NA,NA,NA,NA,NA,NA,NA,NA
101907144,Lee El,No,Cypress-Fairbanks ISD,HARRIS COUNTY,12900 W LITTLE YORK RD,HOUSTON,77041,PK,5,4,N,No,No,No,964,7.57%,0.73%,16.70%,63.17%,0.10%,1.66%,10.06%,67.12%,11,443,444,24.83069977,74.90%,51.69300226,30.02257336,13.96396396,85.60%,59.23%,28.82882883,NA,N/A,N/A,NA,NA,51.58234024,49.57212067,50.57723046,NA,NA,NA,NA,NA,NA,55.46361825,B,15.95352975,71.417148,A,C,59.0935129,NA,770,1469,551,445,B+,B,A,A,189/892,327/878,160/856,160/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101911002,Lee H S,No,Goose Creek CISD,HARRIS COUNTY,P O BOX 30,BAYTOWN,77522-0030,9,12,4,N,No,No,No,1574,12.58%,0.06%,0.64%,74.40%,0.00%,1.08%,11.25%,75.10%,21.2,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,67.2,1200 (avg.: 1375),16.3 (avg.: 20.3),22.9,12,48.40221024,59.60346603,54.00283814,555,180,466,164,448,211,40.39533633,C,1.363657848,41.75899418,C,B,NA,48.4919068,807,892,937,994,C,C,D-,D-,115/191,124/187,136/171,136/171/162,High school,33.69245837,47.09821429,0.745972739,0.766451613,0.74315515,0.766451613,57.81045854,F
101915111,Lemm El,No,Klein ISD,HARRIS COUNTY,19034 JOANLEIGH DR,SPRING,77388-5255,EE,5,4,N,No,No,No,695,12.95%,0.29%,12.81%,29.78%,0.00%,3.45%,40.72%,23.17%,13.5,338,338,17.75147929,82.20%,55.62130178,36.09467456,13.31360947,86.70%,56.80%,33.43195266,NA,N/A,N/A,NA,NA,54.29007339,51.7381134,53.0140934,NA,NA,NA,NA,NA,NA,56.21301775,B,-5.029249588,51.18376816,B,B,53.41682281,NA,1277,998,344,1423,B-,A-,A+,B,293/892,241/878,112/856,112/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101916107,Leo A Rizzuto El,No,La Porte ISD,HARRIS COUNTY,1002 SAN JACINTO,LA PORTE,77571-6496,KG,5,4,N,No,No,No,577,3.29%,0.87%,1.04%,58.41%,0.00%,2.43%,33.97%,45.06%,8.1,302,302,14.2384106,84.10%,57.61589404,37.74834437,3.973509934,96.00%,76.49%,42.71523179,NA,N/A,N/A,NA,NA,57.47028732,59.21026611,58.34027672,NA,NA,NA,NA,NA,NA,67.05298013,A,17.79181534,84.84479547,A,A,70.00927142,NA,242,918,1124,654,A,A-,B+,A,71/892,222/878,274/856,274/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
20908108,Leon H Sablatura Middle,No,Pearland ISD,BRAZORIA COUNTY,2201 N GALVESTON AVE,PEARLAND,77581-4243,5,6,4,N,No,No,No,896,13.50%,0.56%,11.94%,39.29%,0.45%,2.46%,31.81%,37.17%,8.9,881,880,19.63677639,80.20%,59.93189557,40.97616345,12.04545455,87.80%,63.98%,40.90909091,NA,N/A,N/A,NA,NA,55.4845047,52.89466476,54.18958473,NA,NA,NA,NA,NA,NA,61.95458415,B,8.824693471,70.77927762,A,B,62.24550768,NA,551,566,339,701,B+,A,A+,A,144/892,148/878,111/856,111/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
101912194,Lewis El,No,Houston ISD,HARRIS COUNTY,6745 TIPPERARY,HOUSTON,77061-2101,1,5,4,N,No,No,Yes,842,25.30%,0.24%,0.00%,73.52%,0.00%,0.36%,0.59%,76.84%,23.6,510,510,42.35294118,57.60%,28.62745098,14.70588235,36.8627451,63.10%,34.31%,18.03921569,NA,N/A,N/A,NA,NA,51.15481186,52.59490204,51.87485695,NA,NA,NA,NA,NA,NA,31.47058824,D,-5.201252496,26.26933574,F,C,36.50172205,NA,3366,4209,3827,4053,D,F,F,F,699/892,835/878,791/856,791/856/870,Elementary school,NA,NA,NA,NA,NA,NA,NA,NA
